game_id,season,game_date,game_type,venue,venue_utc_offest,home_team_id,away_team_id,home_team_abbrev,away_team_abbrev,home_team_score,away_team_score,start_time_utc,winner_abbrev,loser_abbrev,goal_diff
2022020009,20222023,2022-10-12,2,Honda Center,-07:00,24,55,ANA,SEA,5.0,4.0,2022-10-13T02:00:00Z,ANA,SEA,1.0
2022020032,20222023,2022-10-15,2,UBS Arena,-04:00,2,24,NYI,ANA,7.0,1.0,2022-10-15T23:30:00Z,NYI,ANA,6.0
2022020039,20222023,2022-10-17,2,Madison Square Garden,-04:00,3,24,NYR,ANA,6.0,4.0,2022-10-17T23:00:00Z,NYR,ANA,2.0
2022020048,20222023,2022-10-18,2,Prudential Center,-04:00,1,24,NJD,ANA,4.0,2.0,2022-10-18T23:00:00Z,NJD,ANA,2.0
2022020059,20222023,2022-10-20,2,TD Garden,-04:00,6,24,BOS,ANA,2.0,1.0,2022-10-20T23:00:00Z,BOS,ANA,1.0
2022020088,20222023,2022-10-23,2,Little Caesars Arena,-04:00,17,24,DET,ANA,5.0,1.0,2022-10-23T21:00:00Z,DET,ANA,4.0
2022020110,20222023,2022-10-26,2,Honda Center,-07:00,24,14,ANA,TBL,2.0,4.0,2022-10-27T02:00:00Z,TBL,ANA,2.0
2022020121,20222023,2022-10-28,2,T-Mobile Arena,-07:00,54,24,VGK,ANA,4.0,0.0,2022-10-28T22:00:00Z,VGK,ANA,4.0
2022020142,20222023,2022-10-30,2,Honda Center,-07:00,24,10,ANA,TOR,4.0,3.0,2022-10-31T00:00:00Z,ANA,TOR,1.0
2022020158,20222023,2022-11-01,2,SAP Center at San Jose,-07:00,28,24,SJS,ANA,5.0,6.0,2022-11-02T02:30:00Z,ANA,SJS,1.0
2022020171,20222023,2022-11-03,2,Rogers Arena,-07:00,23,24,VAN,ANA,8.0,5.0,2022-11-04T02:00:00Z,VAN,ANA,3.0
