,game_id,season,game_date,game_type,venue,venue_utc_offest,home_team_id,away_team_id,home_team_abbrev,away_team_abbrev,home_team_score,away_team_score,start_time_utc,winner_abbrev,loser_abbrev,goal_diff,venue_team,League,Division,venue_lat,venue_lon,team,goals_for,goals_against,is_away,game_result,goal_difference,venue_lat_prev,venue_lon_prev,distance,consecutive_away_games,rest_days,back_to_back
1312,2024020037,20242025,2024-10-12,2,SAP Center at San Jose,-07:00,28,24,SJS,ANA,0.0,2.0,2024-10-13T02:00:00Z,ANA,SJS,2.0,San Jose Sharks,NHL,Pacific,37.332778,-121.901111,ANA,2.0,0.0,True,win,2.0,37.332778,-121.901111,0.0,1,0.0,True
1313,2024020041,20242025,2024-10-13,2,T-Mobile Arena,-07:00,54,24,VGK,ANA,3.0,1.0,2024-10-14T02:00:00Z,VGK,ANA,2.0,Vegas Golden Knights,NHL,Pacific,36.102778,-115.178333,ANA,1.0,3.0,True,loss,-2.0,37.332778,-121.901111,614.4803668041158,2,0.0,True
2,2024020060,20242025,2024-10-16,2,Honda Center,-07:00,24,59,ANA,UTA,5.0,4.0,2024-10-17T02:00:00Z,ANA,UTA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,5.0,4.0,False,win,1.0,36.102778,-115.178333,354.36277388773806,0,2.0,False
1315,2024020074,20242025,2024-10-18,2,Ball Arena,-06:00,21,24,COL,ANA,4.0,3.0,2024-10-19T01:00:00Z,COL,ANA,1.0,Colorado Avalanche,NHL,Central,39.7487,-105.0076,ANA,3.0,4.0,True,loss,-1.0,33.807778,-117.876667,1320.9539463053259,3,1.0,False
4,2024020090,20242025,2024-10-20,2,Honda Center,-07:00,24,26,ANA,LAK,1.0,4.0,2024-10-21T00:00:00Z,LAK,ANA,3.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,4.0,False,loss,-3.0,39.7487,-105.0076,1320.9539463053259,0,1.0,False
5,2024020105,20242025,2024-10-22,2,Honda Center,-07:00,24,28,ANA,SJS,3.0,1.0,2024-10-23T02:15:00Z,ANA,SJS,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,3.0,1.0,False,win,2.0,33.807778,-117.876667,0.0,0,1.0,False
1318,2024020128,20242025,2024-10-26,2,Madison Square Garden,-04:00,3,24,NYR,ANA,2.0,1.0,2024-10-26T23:00:00Z,NYR,ANA,1.0,New York Rangers,NHL,Metropolitan,40.750556,-73.993611,ANA,1.0,2.0,True,loss,-1.0,33.807778,-117.876667,3916.8347372773733,4,3.0,False
1319,2024020137,20242025,2024-10-27,2,Prudential Center,-04:00,1,24,NJD,ANA,6.0,2.0,2024-10-27T23:00:00Z,NJD,ANA,4.0,New Jersey Devils,NHL,Metropolitan,40.733611,-74.171111,ANA,2.0,6.0,True,loss,-4.0,40.750556,-73.993611,15.072150059453048,5,0.0,True
1320,2024020152,20242025,2024-10-29,2,UBS Arena,-04:00,2,24,NYI,ANA,1.0,3.0,2024-10-29T23:00:00Z,ANA,NYI,2.0,New York Islanders,NHL,Metropolitan,40.712094,-73.727157,ANA,3.0,1.0,True,win,2.0,40.733611,-74.171111,37.48917225818107,6,1.0,False
1321,2024020163,20242025,2024-10-31,2,PPG Paints Arena,-04:00,5,24,PIT,ANA,2.0,1.0,2024-10-31T23:00:00Z,PIT,ANA,1.0,Pittsburgh Penguins,NHL,Metropolitan,40.439444,-79.989167,ANA,1.0,2.0,True,loss,-1.0,40.712094,-73.727157,529.6304369196479,7,1.0,False
10,2024020191,20242025,2024-11-03,2,Honda Center,-08:00,24,16,ANA,CHI,2.0,4.0,2024-11-04T01:00:00Z,CHI,ANA,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,4.0,False,loss,-2.0,40.439444,-79.989167,3411.702901937505,0,2.0,False
11,2024020203,20242025,2024-11-05,2,Honda Center,-08:00,24,23,ANA,VAN,1.0,5.0,2024-11-06T03:00:00Z,VAN,ANA,4.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,5.0,False,loss,-4.0,33.807778,-117.876667,0.0,0,1.0,False
12,2024020222,20242025,2024-11-08,2,Honda Center,-08:00,24,30,ANA,MIN,2.0,5.0,2024-11-09T03:00:00Z,MIN,ANA,3.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,5.0,False,loss,-3.0,33.807778,-117.876667,0.0,0,2.0,False
13,2024020238,20242025,2024-11-10,2,Honda Center,-08:00,24,29,ANA,CBJ,4.0,2.0,2024-11-11T01:00:00Z,ANA,CBJ,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,4.0,2.0,False,win,2.0,33.807778,-117.876667,0.0,0,1.0,False
14,2024020256,20242025,2024-11-13,2,Honda Center,-08:00,24,54,ANA,VGK,2.0,3.0,2024-11-14T03:00:00Z,VGK,ANA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,3.0,False,loss,-1.0,33.807778,-117.876667,0.0,0,2.0,False
15,2024020271,20242025,2024-11-15,2,Honda Center,-08:00,24,17,ANA,DET,6.0,4.0,2024-11-16T03:00:00Z,ANA,DET,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,6.0,4.0,False,win,2.0,33.807778,-117.876667,0.0,0,1.0,False
1328,2024020291,20242025,2024-11-18,2,American Airlines Center,-06:00,25,24,DAL,ANA,2.0,4.0,2024-11-19T01:00:00Z,ANA,DAL,2.0,Dallas Stars,NHL,Central,32.790556,-96.810278,ANA,4.0,2.0,True,win,2.0,33.807778,-117.876667,1957.734086380882,8,2.0,False
1329,2024020298,20242025,2024-11-19,2,United Center,-06:00,16,24,CHI,ANA,2.0,3.0,2024-11-20T01:30:00Z,ANA,CHI,1.0,Chicago Blackhawks,NHL,Central,41.880556,-87.674167,ANA,3.0,2.0,True,win,1.0,32.790556,-96.810278,1292.2058852251328,9,0.0,True
18,2024020317,20242025,2024-11-22,2,Honda Center,-08:00,24,7,ANA,BUF,2.0,3.0,2024-11-23T03:00:00Z,BUF,ANA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,3.0,False,loss,-1.0,41.880556,-87.674167,2782.8320391027823,0,2.0,False
19,2024020343,20242025,2024-11-25,2,Honda Center,-08:00,24,55,ANA,SEA,2.0,3.0,2024-11-26T03:00:00Z,SEA,ANA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,3.0,False,loss,-1.0,33.807778,-117.876667,0.0,0,2.0,False
1332,2024020360,20242025,2024-11-27,2,Climate Pledge Arena,-08:00,55,24,SEA,ANA,2.0,5.0,2024-11-28T03:00:00Z,ANA,SEA,3.0,Seattle Kraken,NHL,Pacific,47.622,-122.354,ANA,5.0,2.0,True,win,3.0,33.807778,-117.876667,1581.0290568231078,10,1.0,False
21,2024020370,20242025,2024-11-29,2,Honda Center,-08:00,24,26,ANA,LAK,1.0,2.0,2024-11-29T20:30:00Z,LAK,ANA,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,2.0,False,loss,-1.0,47.622,-122.354,1581.0290568231078,0,1.0,False
22,2024020392,20242025,2024-12-01,2,Honda Center,-08:00,24,9,ANA,OTT,4.0,3.0,2024-12-02T01:00:00Z,ANA,OTT,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,4.0,3.0,False,win,1.0,33.807778,-117.876667,0.0,0,1.0,False
23,2024020408,20242025,2024-12-04,2,Honda Center,-08:00,24,54,ANA,VGK,1.0,4.0,2024-12-05T03:00:00Z,VGK,ANA,3.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,4.0,False,loss,-3.0,33.807778,-117.876667,0.0,0,2.0,False
24,2024020424,20242025,2024-12-06,2,Honda Center,-08:00,24,30,ANA,MIN,1.0,5.0,2024-12-07T03:00:00Z,MIN,ANA,4.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,5.0,False,loss,-4.0,33.807778,-117.876667,0.0,0,1.0,False
1337,2024020445,20242025,2024-12-09,2,Centre Bell,-05:00,8,24,MTL,ANA,3.0,2.0,2024-12-10T00:30:00Z,MTL,ANA,1.0,Montreal Canadiens,NHL,Atlantic,45.496111,-73.569444,ANA,2.0,3.0,True,loss,-1.0,33.807778,-117.876667,3952.8185622899578,11,2.0,False
1338,2024020458,20242025,2024-12-11,2,Canadian Tire Centre,-05:00,9,24,OTT,ANA,5.0,1.0,2024-12-12T00:30:00Z,OTT,ANA,4.0,Ottawa Senators,NHL,Atlantic,45.2969,-75.9268,ANA,1.0,5.0,True,loss,-4.0,45.496111,-73.569444,185.38517220791812,12,1.0,False
1339,2024020459,20242025,2024-12-12,2,Scotiabank Arena,-05:00,10,24,TOR,ANA,3.0,2.0,2024-12-13T00:00:00Z,TOR,ANA,1.0,Toronto Maple Leafs,NHL,Atlantic,43.643333,-79.379167,ANA,2.0,3.0,True,loss,-1.0,45.2969,-75.9268,329.8833925047144,13,0.0,True
1340,2024020481,20242025,2024-12-14,2,Nationwide Arena,-05:00,29,24,CBJ,ANA,3.0,4.0,2024-12-15T00:00:00Z,ANA,CBJ,1.0,Columbus Blue Jackets,NHL,Metropolitan,39.969283,-83.006111,ANA,4.0,3.0,True,win,1.0,43.643333,-79.379167,507.1041709899174,14,1.0,False
29,2024020511,20242025,2024-12-18,2,Honda Center,-08:00,24,52,ANA,WPG,3.0,2.0,2024-12-19T03:00:00Z,ANA,WPG,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,3.0,2.0,False,win,1.0,39.969283,-83.006111,3154.790529112349,0,3.0,False
30,2024020527,20242025,2024-12-20,2,Honda Center,-08:00,24,21,ANA,COL,2.0,4.0,2024-12-21T03:00:00Z,COL,ANA,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,2.0,4.0,False,loss,-2.0,33.807778,-117.876667,0.0,0,1.0,False
1343,2024020542,20242025,2024-12-22,2,Delta Center,-07:00,59,24,UTA,ANA,4.0,5.0,2024-12-22T22:00:00Z,ANA,UTA,1.0,Utah Mammoth,NHL,Central,40.7684,-111.9016,ANA,5.0,4.0,True,win,1.0,33.807778,-117.876667,936.7125514908581,15,1.0,False
1344,2024020557,20242025,2024-12-23,2,T-Mobile Arena,-08:00,54,24,VGK,ANA,3.0,1.0,2024-12-24T03:00:00Z,VGK,ANA,2.0,Vegas Golden Knights,NHL,Pacific,36.102778,-115.178333,ANA,1.0,3.0,True,loss,-2.0,40.7684,-111.9016,591.9989783662106,16,0.0,True
33,2024020568,20242025,2024-12-28,2,Honda Center,-08:00,24,4,ANA,PHI,1.0,3.0,2024-12-28T21:00:00Z,PHI,ANA,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,1.0,3.0,False,loss,-2.0,36.102778,-115.178333,354.36277388773806,0,4.0,False
34,2024020578,20242025,2024-12-29,2,Honda Center,-08:00,24,22,ANA,EDM,5.0,3.0,2024-12-29T21:00:00Z,ANA,EDM,2.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,5.0,3.0,False,win,2.0,33.807778,-117.876667,0.0,0,0.0,True
35,2024020598,20242025,2024-12-31,2,Honda Center,-08:00,24,1,ANA,NJD,3.0,2.0,2025-01-01T01:00:00Z,ANA,NJD,1.0,Anaheim Ducks,NHL,Pacific,33.807778,-117.876667,ANA,3.0,2.0,False,win,1.0,33.807778,-117.876667,0.0,0,1.0,False
1348,2024020609,20242025,2025-01-02,2,Canada Life Centre,-06:00,52,24,WPG,ANA,3.0,4.0,2025-01-03T01:00:00Z,ANA,WPG,1.0,Winnipeg Jets,NHL,Central,49.892778,-97.143611,ANA,4.0,3.0,True,win,1.0,33.807778,-117.876667,2463.1962843667143,17,1.0,False
1349,2024020618,20242025,2025-01-03,2,Rogers Place,-07:00,22,24,EDM,ANA,3.0,2.0,2025-01-04T02:00:00Z,EDM,ANA,1.0,Edmonton Oilers,NHL,Pacific,53.546944,-113.497778,ANA,2.0,3.0,True,loss,-1.0,49.892778,-97.143611,1194.341771789522,18,0.0,True
